id,geometry,buildstart,opening,closure,length,city_id
1915,"LINESTRING(139.544193490749 35.6518857665648,139.541805308388 35.6526417292357,139.540366644308 35.6530859513872,139.5393020329 35.6534210647055,139.538362105686 35.6537327967721,139.53657816225 35.6542471520016,139.535436822076 35.6546134332619,139.535062769427 35.6547615039283,139.533461056747 35.6555174393818,139.532012801336 35.6561876443406,139.53026722226 35.6569591522433,139.528396958968 35.6578631318119,139.525932047864 35.6589852991177,139.52318931492 35.6602195088911,139.520992954452 35.6612247548318,139.517537833922 35.6628089425775,139.51699114156 35.6630427142536,139.516549951258 35.663190769301,139.516243036238 35.6632764852453,139.51566757063 35.6633777858023,139.514919465308 35.6635024632232,139.512819015398 35.6638219483415,139.510766521302 35.6642739005604,139.507256180971 35.6650297459701,139.505462646421 35.6654115620731,139.504353757255 35.6656365381567,139.503989295696 35.6657378357095,139.503011004122 35.6660884801036,139.501227060663 35.6667274281473,139.500162449255 35.6671170280987,139.497460918027 35.6680858414097,139.494813776144 35.669020862194,139.49380671125 35.6693948675248,139.492933921712 35.6697065372255,139.492444775913 35.6698623716244,139.491514439812 35.6700182057191,139.48977845185 35.6703610396429,139.485520006173 35.671179160118,139.480206540063 35.672184268269)",1916,1916,999999,6258,114
1917,"LINESTRING(139.698897430632 35.6885884423667,139.696645910961 35.6877163962642,139.695508132312 35.6872348144823,139.694754954894 35.6869094197261,139.694266190853 35.6865970395381,139.692573300797 35.6853494509381,139.691139058722 35.684353715294,139.689640716429 35.6834425737634,139.687979386085 35.6822666436007,139.686288743176 35.6812122941545,139.68543941545 35.6806590805416,139.684517975004 35.6801839646129,139.682399208724 35.6792315621634,139.680364027255 35.6783203621397,139.679386499093 35.678020965568,139.678441021099 35.6777020419059,139.676796297497 35.6772328333623,139.674304401579 35.6761393646457)",1978,1978,999999,2640,114
1596,"LINESTRING(139.7971853311 35.6957955566666,139.796540019141 35.6958193782468,139.795581828665 35.6959146644964,139.794320537122 35.6961449391331,139.792912583757 35.696391094037,139.791866396208 35.6965737245996,139.791064644979 35.6966928312673,139.789979347265 35.6967166527429,139.789089598962 35.6965816652198,139.787300324907 35.6962322846666,139.785931481366 35.6957955568301,139.78478751927 35.6951603120728,139.782909136672 35.6937505741136,139.781530515682 35.6926309231176,139.781090530243 35.6923053478862,139.780520789021 35.6919236439584,139.779748370165 35.6914789515731,139.779034616033 35.6910660207068,139.778496856072 35.6907801442371,139.777831989213 35.6903751508178,139.777225787079 35.690009860875,139.775700504267 35.6894857462914,139.773829986568 35.6888928427938,139.772910905916 35.6886387235101,139.771757166345 35.6882496017714,139.770603426799 35.6878287128697,139.769391022427 35.6873839977871,139.768804375216 35.6870901667204,139.768403499601 35.6862801403656,139.767992846537 35.6851047933713,139.767186065263 35.683367378957,139.766941628919 35.6830576495125,139.766560308229 35.6828432207311,139.765807444273 35.6824381870261,139.764159358858 35.6802424639115)",1972,1972,999999,3781,114
2560,"LINESTRING(16.4182495 48.1862074,16.4181313 48.1860287,16.4179933 48.185851,16.417806 48.185607,16.417588 48.1853387,16.4174396 48.1851532,16.4168912 48.1844672,16.4166746 48.1842154,16.4164437 48.1839655)",0,0,999999,283,118
2561,"LINESTRING(16.417375 48.1895146,16.4177106 48.1892488,16.4178815 48.1890974,16.4180335 48.1889311,16.4181902 48.1887396,16.4183213 48.1885263,16.418417 48.1883386,16.4184898 48.1881524,16.4185456 48.1879593,16.4185624 48.187786,16.4185677 48.1874754,16.4185539 48.1872135,16.4185221 48.1869507,16.4184448 48.1865695,16.4183841 48.1863841,16.4183007 48.186196)",0,0,999999,395,118
2562,"LINESTRING(16.4170845 48.1895171,16.4175392 48.1892057,16.4177474 48.1890493,16.4179369 48.1888835,16.4181118 48.1886968,16.418268 48.1884867,16.4183562 48.1883303,16.4184372 48.1881444,16.418492 48.1879547,16.4185086 48.1877846,16.4185138 48.1874758,16.4185001 48.1872155,16.4184685 48.1869545,16.4183918 48.1865765,16.4183278 48.1863922,16.4182495 48.1862074)",0,0,999999,403,118
3167,"LINESTRING(-1.565502 47.2544172,-1.5654552 47.2543949,-1.5653779 47.2543669,-1.5649783 47.2542206,-1.5648646 47.254179,-1.5643348 47.2539925)",,1994,999999,100,265
3891,"LINESTRING(2.54098090855223 48.8401001862531,2.55119169034899 48.8407851963645)",1991,1993,1993,753,95
3920,"LINESTRING(139.711149052338 35.6490980321521,139.711741918282 35.6488291402512,139.712569173111 35.6486050629897,139.713313702422 35.6484594124235,139.714182319941 35.6483585772746,139.715161238138 35.6483697811879,139.716085006013 35.6485490435726,139.717036349014 35.6486834901076,139.718084205096 35.6488515479442,139.718552982833 35.6488963633113,139.719104486017 35.6487843248603,139.719793865007 35.6485266357948,139.720593544675 35.6482129262591,139.72144837463 35.6479888472552,139.722261841827 35.6478319915925,139.722799557448 35.6476975436244)",1924,1924,1969,1099,114
2568,"LINESTRING(16.3949257 48.2005312,16.398417 48.1984328,16.3992324 48.197897,16.3998439 48.1975375,16.4003858 48.197219,16.4010747 48.1968993,16.4017754 48.1965891,16.4031621 48.1959847,16.4034957 48.1958384,16.4036146 48.1957863,16.4044676 48.1954123,16.4059031 48.194711,16.4066927 48.194373,16.4072072 48.1941527,16.4073114 48.1941053,16.4079531 48.1938303,16.4082463 48.1937325,16.4084803 48.193671,16.4086944 48.1936258,16.4093832 48.1935172,16.410362 48.1933538,16.4110797 48.1932011,16.4114048 48.1930786,16.4115612 48.1930048,16.412035 48.1927423)",0,0,999999,1557,118
1914,"LINESTRING(139.687590769388 35.6811904315958,139.688003000923 35.6815559331167,139.688422273218 35.6819301309516,139.688763902488 35.6822286470675,139.689359165631 35.6825818196193,139.69037370107 35.6831031667126,139.69092755462 35.6833848609039,139.691971119133 35.6839433432061,139.692499091648 35.6842670778158,139.692851073343 35.6846875104037,139.693192702613 35.6851541879843,139.69351176794 35.6856319656825,139.694122559668 35.6861532928445,139.694722999022 35.6865232648907,139.695540838817 35.6868638058374,139.69626033079 35.6869815233486,139.697026408596 35.6871665073854,139.697492266723 35.6874229622093,139.698082353654 35.6877214577732,139.699045127075 35.688129259713,139.699319465744 35.6882764042406,139.699479927981 35.6885118349308,139.699490280379 35.6889196328793,139.699376403947 35.6895796725646)",1915,1915,999999,1502,114
2572,"LINESTRING(16.3853323 48.2079265,16.3853188 48.207874,16.3852851 48.2078001,16.385224 48.2076996,16.385165 48.2075973,16.3850584 48.207425,16.3849494 48.2072429,16.3848512 48.2070796,16.3847638 48.2069354,16.3846873 48.2068104,16.384622 48.2067045,16.384568 48.2066179,16.3845257 48.2065505,16.3844952 48.2065024,16.3844705 48.2064638,16.3841881 48.2060357,16.3839366 48.2056782,16.3832939 48.204759)",0,0,999999,384,118
1916,"LINESTRING(139.480205670478 35.6721900413495,139.477683212811 35.6726886948264,139.476935107489 35.6728367319753,139.476043135747 35.6729536032173,139.475304621539 35.6729380204015,139.474518151834 35.672891271916,139.473626180117 35.6727120691319,139.471840666101 35.6723283677053,139.470929512179 35.6721491636572,139.470440366404 35.6719154186561,139.469845718592 35.6715414252148,139.469385346087 35.6709882233666,139.46911679545 35.6704739759693,139.468953746851 35.6699363501378,139.468446006235 35.6682726463923,139.468158273419 35.6671739855456,139.467685397595 35.665682196954,139.467330527126 35.6644666169604,139.467033203196 35.6634458271549,139.466822199147 35.6630484169047,139.466496101947 35.6624795713431,139.466016340226 35.6619248120858,139.46572860741 35.6616910371367,139.465162732868 35.6612468628477,139.464654404913 35.6609663304449,139.464050165987 35.6606935896703,139.463541838032 35.6605377373739,139.462601910817 35.6603351289445,139.461489343937 35.6601558979734,139.460472688003 35.6600000446275,139.457126374513 35.6594857265746,139.454143544341 35.6590259544869,139.453479911598 35.6589200017846,139.452808535043 35.6587329748425,139.452281024884 35.6584680192514,139.451964518775 35.658203062791,139.451676785959 35.6578367980031,139.451475373 35.6574471527576,139.451331506604 35.6569717829908,139.450703283687 35.6551637637265,139.449868858352 35.6527859663488,139.449677036483 35.6522638082739,139.44945644132 35.6518273750291,139.448948113365 35.6513675588423,139.448669971639 35.6512506560104,139.44814246148 35.6510402304644,139.447586178028 35.6509233271437,139.446905210359 35.6507908365036,139.446195469421 35.6506895199892,139.445677550352 35.6506895199892,139.445121266924 35.6507518686242,139.444689667688 35.6508453914951,139.442656355615 35.6513130043294,139.439222744026 35.652068972421,139.438052630582 35.6523495360791,139.437773989079 35.6524490133736,139.437399936406 35.6526516418105,139.436987519374 35.6529555835118,139.436651831108 35.6533140773619,139.433764911716 35.6563534171828,139.433246992647 35.6566963097956,139.432652344835 35.6570236149944,139.431933012807 35.6572963683135,139.431098587628 35.6574833986202,139.429803789968 35.6577951148214,139.42178563518 35.6597277283567,139.417034206712 35.6608342844978,139.41631487466 35.6610213065184,139.415413311852 35.6613252163679,139.413236133564 35.6621278445081,139.411377877001 35.6631039837055,139.410418767606 35.663407885628,139.409709026668 35.6635169783373,139.408596459787 35.6636416555505,139.405875856746 35.6639221786325,139.405252435641 35.66388321716,139.404820836429 35.663781917254,139.404360463923 35.6636026940196,139.403708269548 35.6632676234245,139.399927162769 35.6613724310317,139.39938047043 35.6610918990699,139.399016008871 35.6608659142697,139.398622774019 35.6606009657653,139.398133628243 35.6602502972712,139.397797939954 35.6598996272372,139.394280306076 35.6567580180034,139.391253864112 35.653986128928,139.39085103817 35.6536588112712,139.390438621137 35.6533548722459,139.390131706118 35.6531444522432,139.389508285036 35.6528171311372,139.389028730327 35.6525599493271,139.388491629078 35.6523027666889,139.383017552431 35.6496237647531,139.382106398509 35.6491561421522,139.381646026004 35.6488989485549,139.381358293212 35.6486963105986,139.381022604922 35.648376765071,139.380107596714 35.6474689395018,139.376461985235 35.6442065311987,139.375915292872 35.6437700539344,139.37533023615 35.6433959286616,139.374860272555 35.6430140073087,139.374323171306 35.642772382654,139.373766887854 35.6426320841302,139.373114693479 35.6426009066405,139.372251495031 35.6426320841302,139.366010949053 35.6427865083785,139.358782816143 35.6429735726685,139.358159395038 35.6430281330081,139.357603111609 35.6431528421978,139.356749504251 35.6434568200401,139.35566571064 35.643901093268,139.354072120824 35.6445975734772,139.352027236364 35.6454595564987,139.3506493998 35.6461704633399,139.350037027964 35.6466769805914,139.349566813893 35.6472545840807,139.349118470264 35.6481343105854,139.348866960405 35.6488451936259,139.348374876002 35.6503393128858,139.347882791519 35.6516544052257,139.346872278298 35.6544323459911,139.346478610701 35.6553653051167,139.346194295223 35.655898419724,139.345669405093 35.6563337940098,139.344980486547 35.6567958212875,139.343416751391 35.6577109827781)",1925,1925,999999,16060,114
2571,"LINESTRING(16.3832939 48.204759,16.3831942 48.204627,16.3829993 48.2043828,16.3828089 48.2042148,16.3826801 48.2041325,16.3825433 48.2040521,16.3823985 48.203977,16.3822495 48.2039153,16.3820364 48.2038501,16.3817866 48.2037914,16.3815214 48.2037357,16.3812183 48.2036785,16.3810037 48.2036284,16.3808661 48.2035764,16.3805547 48.2034288,16.3802727 48.2032628)",0,0,999999,290,118
2573,"LINESTRING(16.3803062 48.2032442,16.3805753 48.2033896,16.3808516 48.2035183,16.3810064 48.2035766,16.3811647 48.2036141,16.3815107 48.2036695,16.3817333 48.2037035,16.38209 48.2037822,16.3823034 48.2038239,16.3824387 48.2038698,16.382577 48.2039348,16.3827579 48.2040449,16.3828893 48.2041451,16.3830276 48.2042584,16.3831772 48.2044326,16.3833685 48.2046832)",0,0,999999,291,118
2574,"LINESTRING(16.3811456 48.2066421,16.3819832 48.2065609,16.3825747 48.206485,16.3830886 48.2064056,16.3834665 48.2063321,16.3838001 48.2062586,16.3844229 48.2060918,16.3849468 48.2059353,16.3856465 48.2057349,16.3863476 48.2055341,16.3865984 48.2054464,16.3869438 48.2053068,16.3871181 48.2052214,16.3874417 48.2050398,16.3877626 48.2048441)",0,0,999999,539,118
2575,"LINESTRING(16.3811793 48.20679,16.3816184 48.206754,16.3819961 48.2067143,16.3825841 48.2066288,16.3828829 48.2065784,16.3831237 48.206533,16.3834372 48.2064703,16.3839208 48.2063544,16.3841996 48.2062803,16.3844859 48.2062008,16.3850188 48.206036,16.385708 48.2058228,16.3863965 48.2056098,16.3866723 48.2055084,16.3869997 48.2053783,16.3871883 48.2052824,16.3874908 48.2051082,16.3878261 48.2048986)",0,0,999999,545,118
3292,"LINESTRING(-1.5493503 47.1930398,-1.5490347 47.19297,-1.548804 47.192917,-1.5487087 47.192899,-1.5486436 47.1928867,-1.5485684 47.1928696,-1.5485419 47.1928636,-1.5484384 47.1928398)",,2007,999999,73,265
423,"LINESTRING(18.0429328506848 59.2632862810272,18.0446651886065 59.265167676766,18.0460077504993 59.26627433161,18.0475668546322 59.2675801380848,18.0484763320446 59.268642452187,18.0492991925539 59.2697932550808,18.0504252122182 59.2717358351486,18.0510748389388 59.2730193039186,18.0520276248026 59.2738159153776,18.0534568035811 59.274346979333,18.0550592161655 59.2745903808742)",1954,1954,999999,1487,110
