id,geometry,buildstart,opening,closure,length,city_id
1808,"LINESTRING(140.102724321396 35.6070340672193,140.105127389959 35.6043597659726,140.106021554986 35.6033666167829,140.108011211338 35.6014633776607,140.109084250251 35.6006935450251,140.110094169202 35.6003342872557,140.111524887761 35.5999408126139,140.113439525813 35.5995986591793,140.114933364282 35.5991367497175,140.116490322413 35.5983497866516,140.117331921552 35.5975457077707,140.118278720593 35.5961086105059,140.119583199254 35.5939871340429,140.120765258097 35.5922526397571,140.12122813762 35.5917393597522,140.122574696273 35.5907127898803,140.124173734645 35.5900284026418,140.12602525276 35.5892242401684,140.127217390656 35.5884600967051,140.128037949825 35.5875190362775,140.128984748866 35.5856026608406,140.131046666509 35.5813545316674)",1988,1988,999999,4012,114
3081,"LINESTRING(-1.579287 47.2069745,-1.5789662 47.2069025)",1981,1985,999999,26,265
3087,"LINESTRING(-1.5778015 47.2066889,-1.5789458 47.2069325)",1981,1985,999999,91,265
3085,"LINESTRING(-1.5789662 47.2069025,-1.5778203 47.2066623)",1981,1985,999999,91,265
3099,"LINESTRING(-1.5969923 47.2096086,-1.5970901 47.209615,-1.5972465 47.2096254,-1.5974901 47.2096307,-1.5978145 47.2096358,-1.5982199 47.2096424,-1.5985661 47.2096548,-1.5989118 47.2096715,-1.5996186 47.2097155,-1.6000406 47.2097498,-1.600301 47.2097755,-1.6004577 47.209791,-1.6013312 47.2098873,-1.6024234 47.210005,-1.6030561 47.2100742)",1981,1985,2000,463,265
3084,"LINESTRING(-1.5792664 47.2070064,-1.5806686 47.207322)",1981,1985,999999,112,265
3082,"LINESTRING(-1.5806686 47.207322,-1.5812609 47.2074547,-1.5818067 47.207577,-1.5821127 47.207648,-1.5828052 47.2078005,-1.5838123 47.2080162,-1.5856836 47.208426,-1.5860018 47.2084961,-1.586073 47.2085118,-1.5864836 47.2086118,-1.5867721 47.2086947,-1.5869445 47.2087499,-1.587041 47.2087814)",1981,1985,999999,510,265
3086,"LINESTRING(-1.5789458 47.2069325,-1.5792664 47.2070064)",1981,1985,999999,26,265
3083,"LINESTRING(-1.5870644 47.2087547,-1.5869659 47.2087234,-1.5867885 47.2086671,-1.5865 47.2085864,-1.5860865 47.2084843,-1.5860149 47.2084683,-1.5856924 47.2083963,-1.5838291 47.2079883,-1.5828211 47.207775,-1.5821255 47.2076196,-1.5818224 47.2075514,-1.5812735 47.2074262,-1.5806836 47.2072916)",1981,1985,999999,510,265
3092,"LINESTRING(-1.5998971 47.2072048,-1.5996449 47.2073877,-1.5973005 47.2091437,-1.5970704 47.209307,-1.5970146 47.2093423,-1.5970076 47.2093467,-1.5969268 47.2093863,-1.59683 47.2094238,-1.5967375 47.2094593,-1.5966397 47.2094878,-1.5965144 47.2095131,-1.5964139 47.209527,-1.5961131 47.209559)",,2000,999999,396,265
3100,"LINESTRING(-1.6030623 47.2100469,-1.6024315 47.2099765,-1.6013385 47.209859,-1.6004685 47.2097625,-1.6003063 47.2097464,-1.6000476 47.2097208,-1.5996284 47.2096857,-1.5989163 47.2096406,-1.5985705 47.2096244,-1.5982209 47.2096137,-1.5978146 47.209608,-1.5974972 47.2096026,-1.5972626 47.209597,-1.5971258 47.2095887,-1.5970259 47.2095827)",1981,1985,2000,461,265
3103,"LINESTRING(-1.6111953 47.2091276,-1.611234 47.2090836,-1.611283 47.2090278,-1.6115233 47.2087383,-1.6117746 47.2084655,-1.6118071 47.2084281,-1.6118662 47.2083602)",1981,1985,999999,99,265
179,"LINESTRING(-3.7036159435863 40.416922383542,-3.70251397116081 40.4183206743945,-3.70150382977806 40.4199985850703,-3.70079979184203 40.4221425211384,-3.70064674011866 40.4241931786519,-3.70092223321777 40.4253582971276,-3.70226908839479 40.4289700361168)",0,1919,999999,1408,71
209,"LINESTRING(-3.67495142900771 40.434726472762,-3.67523288811714 40.4352621089619,-3.67594278115413 40.4360273253794,-3.67793437942561 40.4379227583281,-3.67891577778235 40.4388344386685,-3.67906576850515 40.4394280814214,-3.6789283675439 40.4402965649847,-3.6788060930941 40.4410904026992,-3.67786450984414 40.4417351500945,-3.67650974190681 40.442398978875,-3.67347885325819 40.4446369969409,-3.66890681828994 40.4476854451166,-3.66792871427663 40.4483559759399)",1969,1973,999999,2050,71
225,"LINESTRING(-3.69956621929322 40.4386129371885,-3.71766134124687 40.4392296010026,-3.71867412790974 40.4395636248788,-3.71968691458869 40.4407455421806,-3.71941683815166 40.44151634662,-3.71806645590243 40.4425954579808,-3.71617592077916 40.4433148559309,-3.71442042387443 40.4441370155919,-3.71320507985968 40.4455757708027,-3.71225981230413 40.4471117924022,-3.71138206385979 40.4496551725958,-3.71117950652399 40.4512993267531,-3.71195597630847 40.4525837942005,-3.71300252252999 40.4543820073784,-3.71279996521022 40.4553067839848,-3.71151710207823 40.4574131720843,-3.71009920072177 40.4608434283827,-3.71020047939763 40.4626414205083,-3.71168589984939 40.463822931986,-3.71303628208258 40.4644907336288,-3.71462298121017 40.4647475786433,-3.71600712300202 40.4646962097202,-3.71679991616256 40.4648826748722,-3.71764390504831 40.465242255529,-3.71791398150131 40.4663723536117,-3.71831909617291 40.4679647322822,-3.71764390504831 40.46965980357,-3.71656359926811 40.4708411915912,-3.71575336992501 40.4721766486768,-3.71534825525347 40.473486398096,-3.71575336993496 40.4756066637275,-3.71615848460655 40.4768393068014,-3.71831909618288 40.4799721727657,-3.72270783843675 40.4847482280436,-3.72821064615164 40.4907049824642,-3.72851448216332 40.4920400444426,-3.72783929103866 40.4933750798597,-3.72659018746535 40.4945817236291)",1995,1999,999999,8999,71
227,"LINESTRING(-103.354760469683 20.6748935717618,-103.354717554342 20.6771420416806,-103.35422402788 20.6786476948828,-103.354009451165 20.683820980564,-103.353837789778 20.6896714201855,-103.354009451169 20.6932380131668,-103.354910673399 20.6957471607056,-103.354932131074 20.6992109886651,-103.354760469683 20.7062362203908,-103.356176676057 20.7091916787479,-103.355897726319 20.7108489685415,-103.354653181336 20.7140000850916,-103.354245485559 20.7166330690181,-103.353172601951 20.7217910350756,-103.353172601954 20.7250826931656,-103.353151144284 20.7285345440061,-103.352228464383 20.7308326543556)",1987,0,999999,6307,126
257,"LINESTRING(-3.70862299303101 40.4853004340203,-3.71065764302233 40.4862998961675,-3.71386581484634 40.4869427080943,-3.71570020271992 40.4886956757781,-3.71621423817857 40.4900876068077,-3.7161527988759 40.4907324826506)",2009,2011,999999,968,71
1170,"LINESTRING(139.766181556985 35.6864700518561,139.764614608832 35.6814859301969,139.764511023844 35.6811769176985)",1954,1956,999999,606,114
1235,"LINESTRING(139.763689764143 35.6851170798837,139.771033624237 35.6835903244891,139.773685573726 35.6825251289981)",1966,1967,999999,954,114
208,"LINESTRING(-3.76091049976921 40.3857952026073,-3.76356172244644 40.3883459376838,-3.76570990542504 40.3910047205423,-3.76730050179259 40.3930650016505,-3.76797710322845 40.3948472708544,-3.76846527243657 40.3966712604053,-3.76708586786222 40.3988466806443,-3.76597416275357 40.4002564211,-3.76153645674214 40.4036383775)",2002,2002,999999,2370,71
258,"LINESTRING(-3.71618312190151 40.4907898678747,-3.71607085330569 40.4925900262485,-3.7154385032145 40.4947190725078,-3.7139797133583 40.4962731803864,-3.71209945974812 40.4978983514863,-3.71014532005353 40.4987057320781,-3.70870472433108 40.4993499443578)",2012,2015,999999,1226,71
169,"LINESTRING(-70.5828814823136 -33.4933504231797,-70.583148892389 -33.493772960969,-70.5831770408152 -33.493984229086,-70.583148892389 -33.4941016000383,-70.5830362986736 -33.4943363414745,-70.5829096307398 -33.4944889230672,-70.5825859238067 -33.4947119264417,-70.581980732585 -33.4949466662231,-70.5797007098347 -33.4958621452751)",2002,2006,999999,474,4
163,"LINESTRING(-70.5678106870625 -33.4089198819207,-70.5676610604768 -33.408951107569,-70.5664154191641 -33.4086201151334)",2005,2010,999999,136,4
101,"LINESTRING(-70.723242457799 -33.4425337490857,-70.7233055401129 -33.4431597726238,-70.7233510879591 -33.444264440278,-70.7229281566501 -33.4484657183405,-70.7226582923422 -33.4517515484077,-70.7224052945768 -33.4543064959548,-70.7222366293851 -33.4549045611376,-70.7218824324936 -33.4554674422408,-70.7209547739757 -33.4562982676066,-70.7206005770841 -33.4565304527739,-70.7196391855203 -33.4567837449786,-70.7188801921852 -33.4568892831751,-70.7155267049139 -33.4574591872254,-70.7142988375748 -33.4576741563311,-70.7128736167475 -33.4580048388691,-70.7110688992595 -33.4582862698145,-70.7101405478548 -33.4583930469546,-70.709536813655 -33.4583303455554,-70.7093200290447 -33.4582945463656,-70.7088864598218 -33.45822294793,-70.7079638231017 -33.4579063378139,-70.7072891623555 -33.4577022995798,-70.7053832457498 -33.4572660782784,-70.7022045445259 -33.4565413832161,-70.6990513819294 -33.4558002400154,-70.6966806817168 -33.4552092170239,-70.694850664446 -33.4547870552761,-70.6908393649212 -33.4538679152122,-70.6888510772004 -33.4533964938369,-70.6864630615116 -33.4528351215091,-70.6842273947061 -33.452286295769,-70.6818326562888 -33.4517515391853,-70.6807257886204 -33.4514841596626,-70.6802956923939 -33.4512730699725,-70.6798824626894 -33.4510619797801,-70.6794523664629 -33.4509493981325,-70.6777327227649 -33.4505818878721,-70.6754881711856 -33.4499978657509,-70.6734012935587 -33.4494277028927,-70.6704384680587 -33.4486114672504,-70.6678957019455 -33.4479197574882,-70.6655300072143 -33.4473146074818,-70.6613803083916 -33.4464097229982,-70.658378174682 -33.4457764153581,-70.6551184451439 -33.4449667825689,-70.6529376882911 -33.4444109387504)",1969,1975,999999,8157,4
736,"LINESTRING(-0.103468000899056 51.5182942067196,-0.102950707946974 51.5181822437543,-0.102253487025934 51.5182242299019,-0.100971500159005 51.5185321271261,-0.0992172023358933 51.518951983635,-0.0981826164460813 51.5191759055149,-0.0973504495375437 51.5192318858151,-0.0964283186372654 51.5191619104291,-0.0940667638847117 51.5188260270887,-0.0912553891738241 51.5182802113629,-0.0892087083778108 51.5178043666841)",1862,1864,999999,1035,69
723,"LINESTRING(-0.17825784872997 51.5187343666316,-0.179942047173853 51.5189958758665,-0.186286956355104 51.5194267401357,-0.190792149173262 51.5197657144097,-0.196093428677472 51.5204287963616,-0.199389486054798 51.5205522395341,-0.202314358226914 51.5206602726831,-0.203428048571482 51.5204905148493,-0.204514398872334 51.5200894556062,-0.205400480334049 51.5195499818293,-0.206824115755353 51.518534995394,-0.208061932568569 51.5180569285011,-0.209645461357297 51.5176100416516,-0.210684018956442 51.5173174301823,-0.212562159719113 51.5168095419617,-0.214017458815476 51.5161791151123,-0.215714022494979 51.5150275718684,-0.218042895514373 51.5132813663692,-0.220105483027027 51.5117257538564,-0.221860072822921 51.5109384948506,-0.223686395919856 51.5101214315557,-0.22481625759707 51.5091670010792,-0.225842649540709 51.5079376702998,-0.226104715855655 51.5070019612921,-0.22665815559796 51.5039582482661,-0.226778815370295 51.5033713176868,-0.226750576785662 51.5027541015196,-0.226545732048891 51.5015215285994,-0.225691405236603 51.497008641948,-0.224765268263667 51.4939498390507,-0.224740575602965 51.4939498390507,-0.224690237498834 51.4936585899322)",1862,1864,999999,5504,69
738,"LINESTRING(-0.0890398355337538 51.5182873274736,-0.0825849192034411 51.5169157618749)",1884,1884,999999,473,69
1171,"LINESTRING(139.764498284237 35.6811400849667,139.765244576471 35.6801036804139,139.765677907451 35.6794779202058,139.765196428574 35.6777570543273,139.76565383334 35.6767792730228,139.765726054989 35.6756450317633,139.764663254727 35.6739994278349,139.763880851563 35.6732562802299,139.762592895558 35.6729140389177)",1956,1957,999999,1089,114
167,"LINESTRING(-70.6568162207728 -33.5101002927266,-70.6570954207236 -33.5119160646286,-70.6570954207236 -33.5127075430227,-70.6568720607629 -33.5133593433277,-70.656537020822 -33.5138249119617,-70.6562578208661 -33.5142439215947,-70.6558111009448 -33.5144767038491,-70.6546943011313 -33.5148025979428,-70.6493336620453 -33.5159199398248)",1973,1978,999999,1152,4
121,"LINESTRING(-70.6431539781151 -33.4057313092278,-70.6431306851011 -33.405264631838,-70.643069690073 -33.40423365971,-70.6429965781367 -33.4033355416979,-70.6428921325419 -33.4009638640679,-70.6427667978109 -33.3976516359312,-70.6427145750161 -33.3962390080151,-70.6425892403211 -33.3938869853747,-70.6424325718956 -33.3908383358196,-70.6422654589204 -33.3882791736022,-70.6422132361172 -33.3876251115293,-70.641116557287 -33.3847568020718,-70.6410330008052 -33.384355628323,-70.6410852236085 -33.3839806164104,-70.6411687800902 -33.3835183902113,-70.6416701189944 -33.3828599837559,-70.6420565677246 -33.3825896218341,-70.6433934714408 -33.3818395811716,-70.6451850172003 -33.3810667412055,-70.6464592535595 -33.3807266013314,-70.6471068162972 -33.3805172838233,-70.6518974232318 -33.3787293429159)",2002,2006,999999,3631,4
116,"LINESTRING(-70.6484835002105 -33.4774555013374,-70.648421090517 -33.4778347664109,-70.64843892186 -33.4788907506101,-70.6484745845337 -33.4796245322584,-70.6488936210164 -33.4809110199262,-70.6494438716318 -33.4827377059877,-70.6498629081343 -33.4843520908283,-70.6501125468699 -33.4852692832074,-70.6503354386149 -33.4861392809583,-70.6507544750861 -33.487660821628,-70.6510665235354 -33.4887634927495,-70.6513785719741 -33.4899383120378,-70.6516906204355 -33.4911345538876,-70.6517084517786 -33.4914394052407,-70.6516460420851 -33.4917516908814,-70.6516727890997 -33.4920788460497,-70.6518154398154 -33.4926587999209,-70.652519575853 -33.4951608123437,-70.6530545160349 -33.4970657186044,-70.6536786129216 -33.4991991755778,-70.6542670471409 -33.501312729939,-70.65481090299 -33.503103476835,-70.6554528312114 -33.5054051474984,-70.6560056027393 -33.5073205574733,-70.6566742779701 -33.5097729432593,-70.6572983748674 -33.5119203690173,-70.6578689777248 -33.5138841133521,-70.6583415082348 -33.5156452887207,-70.6591892027833 -33.5186564551759)",1973,1978,999999,4687,4
131,"LINESTRING(-70.6337661547487 -33.4371236887318,-70.6338163763306 -33.4370860776527,-70.6338524225882 -33.4370169221137,-70.6339519730685 -33.4369442044531,-70.6340596552579 -33.4368965665475,-70.6342983628966 -33.4367879715644,-70.634537901657 -33.4367248994964,-70.6347378542855 -33.4367001750149,-70.6350576993138 -33.4366869243532,-70.6353015681276 -33.4367234866464,-70.6354934607868 -33.4367915934911,-70.6357338912523 -33.4368989996429,-70.6360611785229 -33.436960417609,-70.6366110569471 -33.4369500269472,-70.6373978265551 -33.4369202762786,-70.6379707913836 -33.436904148663,-70.6386890891138 -33.4368973457049,-70.6390337106408 -33.4368693889092,-70.6395082725466 -33.4368729765816,-70.6398138192413 -33.436893047292,-70.6405516385826 -33.4368442919613,-70.6410265445817 -33.4367970093363,-70.6414474836586 -33.4367389806337,-70.6418437439465 -33.4366852503132,-70.6425133927628 -33.4365906848707,-70.643044240101 -33.4365176114894,-70.6432827143636 -33.436493970091,-70.6434578460024 -33.4364961192991,-70.6443893699879 -33.4365971324965,-70.645745684157 -33.4367411298233,-70.647165638583 -33.4369087682169,-70.6485408413441 -33.4370721078572,-70.6498286469517 -33.4372161044097,-70.6512968442363 -33.4373815926716,-70.6527938481754 -33.4375268363416,-70.6541010409013 -33.4376632977138,-70.6556779614264 -33.4378338740947,-70.6570077384773 -33.4379508405771,-70.6583887328449 -33.4381116692066,-70.6596860758619 -33.4382676239579,-70.6616205130812 -33.4384625670059)",1997,2000,999999,2629,4
117,"LINESTRING(-70.6603278118339 -33.4428869496499,-70.6599482505617 -33.4413807597072,-70.6598048607466 -33.4406487701159,-70.6597120791029 -33.4399289176503,-70.6597795566621 -33.4391898772992,-70.6599651199602 -33.4378314661174,-70.6601506832446 -33.4363744595983,-70.660395289409 -33.4346664904423,-70.6605977220723 -33.4332179480623,-70.6605218098165 -33.4329223098114,-70.6603362465253 -33.4325633191521,-70.6601169444544 -33.4323239912208,-70.6598048607414 -33.4320846626296,-70.6595349505045 -33.4319438807931,-70.6590710422799 -33.4318242160673,-70.6585227871096 -33.4317749422946,-70.657864880897 -33.4318171769586,-70.6573081910302 -33.431929802606,-70.6555284703941 -33.4323451084219,-70.6537307537173 -33.4327604122503,-70.653283714879 -33.4328448805758,-70.6517570350933 -33.4330208560031,-70.6509620740551 -33.4330771680641,-70.6502366902902 -33.4331827530784,-70.6499824397026 -33.4332601820126)",1984,1987,999999,2172,4
174,"LINESTRING(-70.7380862613313 -33.4297383611205,-70.7385735682646 -33.429819698663,-70.7400354890736 -33.4298603673981,-70.7405715267047 -33.4298705345864,-70.7426669465314 -33.4299010361141,-70.7450908311195 -33.4299518719899,-70.7464429843487 -33.4299823735042,-70.746797217391 -33.4301552151955,-70.7472479763078 -33.4308262443544,-70.7477961966111 -33.4315176023022,-70.7482469555278 -33.4318836131172,-70.7488926372178 -33.4321479532988,-70.7496235976223 -33.4322699561741,-70.7502327312957 -33.4322597892819,-70.7505860288257 -33.4322699561741,-70.7506956728846 -33.4323817920151,-70.7510855184173 -33.4335304907043,-70.7516337387201 -33.4352957384605,-70.7520601322924 -33.4365767137674)",1911,1911,1951,1776,4
100,"LINESTRING(-99.1881865523038 19.4023253959161,-99.1889987560717 19.4024019819459,-99.1897769058359 19.4024196812362,-99.1921778910079 19.4024052974284,-99.1925654998931 19.4023762707372,-99.1928182631113 19.4022108150199,-99.1930372942173 19.4018341453578,-99.1934752943424 19.4012803682725,-99.193770098546 19.4009955344385,-99.1939680367395 19.400765728779,-99.1941680780026 19.400380714864,-99.1954556967243 19.3997194839921,-99.1967059391404 19.3991703938128,-99.2004324499039 19.3982399637923)",1970,1972,999999,1445,78
252,"LINESTRING(-99.1550420302385 19.4065644000294,-99.1668262176006 19.4060061928515,-99.1708293085111 19.4058404317886,-99.1759640806606 19.4056948715513,-99.1767784625984 19.4055959285904,-99.1772817701684 19.4056820547255,-99.1797020514438 19.4064094838484,-99.18332899593 19.4076079341074,-99.1836011217706 19.4076592033139,-99.1838825133557 19.4076772228737,-99.1840928553667 19.4076465061438,-99.1843341950218 19.4075167533908,-99.1847216610651 19.4070265575023,-99.1858897256268 19.4047987644226,-99.187051790133 19.4025346142203,-99.1879768603766 19.400989862183)",1985,1988,999999,3939,78
740,"LINESTRING(-0.0821350992451357 51.5172236679536,-0.0781541926712919 51.5157540974926,-0.0765798228314623 51.5150402890182,-0.0755452369416219 51.5146763823492,-0.0751403989791584 51.5146203964498)",1873,1876,999999,567,69
210,"LINESTRING(-3.66800562520933 40.4484045173445,-3.66634818918106 40.4492995013256,-3.66491912927216 40.4503785293551,-3.66284636235136 40.452302994161,-3.66041055517107 40.4538703117343,-3.65661266830318 40.4556764336106,-3.65408218847108 40.4569461715675,-3.65133200107272 40.4584259453484,-3.64961144996391 40.4591224681793,-3.64630189528239 40.4592113476074)",1975,1979,999999,2257,71
211,"LINESTRING(-3.70390248289655 40.4469954545482,-3.68747398518116 40.4460056040822,-3.68682569669352 40.4459775263479,-3.68611112058082 40.4457670388511,-3.68552950178596 40.445183607164,-3.6741473217738 40.4344038088092,-3.6724944119602 40.4323976369492,-3.6691420993476 40.4285305172669,-3.66867695716212 40.4277684697583,-3.66852566093732 40.426929725011,-3.66952685312253 40.4139815405795,-3.6700874135 40.406958325427,-3.67034939466362 40.4063163848733,-3.67079414004223 40.405678431876,-3.6748712363418 40.4011118564413)",1975,1979,999999,7094,71
180,"LINESTRING(-3.70233030894767 40.4289234339265,-3.69804486063612 40.4323485837699,-3.69798363994099 40.4330941714929,-3.69877950891973 40.4350978975473,-3.70058551927136 40.4392682521637,-3.7037996054805 40.4467462848661)",1916,1919,999999,2203,71
1172,"LINESTRING(139.762560497259 35.6728704163011,139.75931411301 35.672489481801,139.75735185404 35.6732337674307,139.755606020579 35.6734740470651,139.753946757453 35.673699674921,139.751479505496 35.6746519931181)",1957,1958,999999,1053,114
259,"LINESTRING(-3.69235727525398 40.4954200543991,-3.69525462457301 40.5008982523078)",2004,2007,999999,656,71
176,"LINESTRING(-66.9365006358416 10.4331325186721,-66.9320515849299 10.4322389305064,-66.9272578892407 10.4340261042717,-66.9269445757921 10.4353510712937,-66.9272578892407 10.4371382271689,-66.9268819131077 10.4387404961325,-66.9264276086125 10.4399113797627)",0,0,999999,1730,34
166,"LINESTRING(-70.6597816026048 -33.4404082177782,-70.659803665016 -33.4398559103564,-70.6598588210522 -33.4394877034507,-70.6599139770884 -33.4391747263598,-70.6600353203581 -33.4389077744086,-70.6601346012167 -33.4387881060344,-70.6603000693171 -33.438677642766,-70.6605648182842 -33.4385763846521,-70.6608847232711 -33.4384843317112,-70.661094316202 -33.438465921114,-70.6615024708501 -33.4384935370152,-70.6619657815262 -33.4385027423045)",1997,2000,999999,364,4
168,"LINESTRING(-70.5769000732845 -33.6044443566309,-70.5770031800875 -33.6034782527363,-70.5770289567859 -33.6026409539336,-70.5768227431798 -33.6021256890969,-70.5763845392693 -33.6018251165163,-70.5758947819525 -33.6017177689155,-70.5747090537032 -33.6015889516119,-70.5691412863105 -33.6008589832751)",2002,2005,999999,994,4
173,"LINESTRING(-70.6806855215989 -33.4329216477307,-70.6833057078158 -33.4329216477307,-70.6862665182414 -33.4327904499641,-70.687812428108 -33.4326592519992,-70.6890963193544 -33.4324624546881,-70.6904850180489 -33.432112591696,-70.6917165055713 -33.4317627272936,-70.69286938751 -33.4317627272936,-70.6973712693688 -33.4317189941401,-70.7015354738374 -33.4320688587188,-70.7041818619187 -33.4322875233683,-70.7072608704695 -33.4324624546881,-70.7116103795896 -33.4326373856551,-70.7127370596638 -33.4326155193055,-70.715828879402 -33.4318720600689,-70.7206500220385 -33.4305163238838,-70.7243067575376 -33.4296416441555,-70.7263968938195 -33.4292043009813,-70.7276283813418 -33.4290512303477,-70.7303533750068 -33.4290074958361,-70.7316896699772 -33.4290949648455,-70.733174242023 -33.4294448400019,-70.7338816923 -33.4295979099413,-70.735139381682 -33.4295541756969,-70.7360564468601 -33.4294667071503,-70.737261732518 -33.4296416441555,-70.738073990248 -33.4297509796109)",1903,1903,1951,5425,4
742,"LINESTRING(-0.0832821401244814 51.516495886604,-0.0782891386444078 51.5147183717286,-0.0767822418127082 51.5137805997099)",1873,1876,999999,547,69
725,"LINESTRING(-70.9660680018107 -32.8427546406802,-70.9670909564176 -32.842684955707,-70.967892731647 -32.8424062152385,-70.9685009749257 -32.8421739308541,-70.9689433336698 -32.8419416458618,-70.9693027501551 -32.8416396744582,-70.9725098510779 -32.8380159375167,-70.9761040159018 -32.8337880574563,-70.9799470075387 -32.8292963604554,-70.9807367577905 -32.8281812252073,-70.9809579371625 -32.827437793928,-70.9809579371625 -32.8265084960798,-70.9807920526335 -32.8256024213204)",1870,1874,1993,2463,4
743,"LINESTRING(-0.0757783445197617 51.5140775854343,-0.0754367445190951 51.5133925831859,-0.0753987889634402 51.5124477355929,-0.0756075445073066 51.5112666485485,-0.076044033409147 51.5106288488116,-0.0768600778430368 51.5102981343253,-0.0776002111656453 51.5102863230489,-0.0784921667107881 51.5102745117695)",1880,1884,999999,575,69
1236,"LINESTRING(139.773694979411 35.6825328579761,139.780122332058 35.6798761310717)",1966,1967,999999,652,114
1237,"LINESTRING(139.780122174211 35.6798898118619,139.786164191127 35.6765985910739,139.788889022269 35.6759441801226,139.790855639542 35.6744236163054,139.792521952883 35.6734164514263,139.795273433159 35.6722131737319)",1966,1967,999999,1630,114
1238,"LINESTRING(139.795288643084 35.6722096870393,139.800343502274 35.6700209676881,139.802280770627 35.6695727939475,139.804718393092 35.6694789898259,139.806287388649 35.6694146088075)",1966,1967,999999,1064,114
1239,"LINESTRING(139.806310777364 35.6693992670789,139.808768504243 35.6693187571519,139.810869464312 35.6693348591405,139.818440848726 35.6696407963726)",1966,1967,999999,1099,114
1243,"LINESTRING(139.873146818102 35.6636185757861,139.878429583631 35.6633070587954,139.879686370594 35.6632897522642,139.880921856077 35.6632724457292,139.883328922625 35.6634801239452,139.885203452319 35.6636185757861,139.887397504151 35.6639300915525,139.889548953 35.6642242997837,139.890954850282 35.6648473253833,139.892999791774 35.6658510785363)",1967,1969,999999,1855,114
1240,"LINESTRING(139.81851148678 35.6695983228159,139.828664530345 35.6700417765323,139.829465128739 35.6698348317717,139.829901818803 35.6693618131669,139.830738808045 35.6686522799928,139.831606281581 35.6683488989044)",1967,1969,999999,1257,114
440,"LINESTRING(-0.057303098436762 51.4736152589466,-0.0559570775755844 51.4757810811508,-0.0542072504660496 51.4784428056525,-0.053545457630463 51.4796094444481,-0.0531444291316348 51.4800175413415,-0.0526845386730201 51.4803388828047,-0.0519890945539885 51.4806462507724,-0.0511029641514256 51.4809675878058,-0.0502504842779103 51.4814565745906,-0.0497457264567345 51.4819176144709,-0.0495886906879264 51.4822249718076,-0.0494428717668995 51.4826720333179,-0.0493980044043951 51.4832867357509,-0.0493867878560081 51.4842157591455,-0.0493082699787806 51.4849142603404,-0.0488708131870794 51.4856197356823,-0.048108068038573 51.4863671085537,-0.0470536850337737 51.4873100381494,-0.0464557590097456 51.4879176938415,-0.0460519527470638 51.4885253411544,-0.0458724833113422 51.4891539332966,-0.0459285675073033 51.4899291850099,-0.0462202053636815 51.4908720409413,-0.0465567105682112 51.4916263116491,-0.0468371315156162 51.4922688289286,-0.0473194556554972 51.4929462555774,-0.0477681292806551 51.4934351139255)",2009,2012,999999,2461,69
138,"LINESTRING(-70.6982581177965 -33.3659827274461,-70.7001440803563 -33.3659481096311,-70.7020507677851 -33.3657836748023,-70.7031595479705 -33.3656192396626,-70.7041385353708 -33.3655586582177,-70.7049157177452 -33.3655500037295,-70.705889786317 -33.3657230934718,-70.7068961315514 -33.3659481096311,-70.7073106288229 -33.3660346541558,-70.7076733139258 -33.3660692719364,-70.7089833047644 -33.3660173452474,-70.7092838152836 -33.3660433085958,-70.7105480319516 -33.3662250517915,-70.7115946375455 -33.3664154490107,-70.7135522800678 -33.3668827858929,-70.7164808276741 -33.3675751322063,-70.716760613332 -33.3676097493739,-70.7170714862818 -33.3675751322063,-70.7199211549828 -33.366986638184,-70.7212571547415 -33.3666750809219,-70.7217234641661 -33.3666058458162,-70.7223555724963 -33.3665366106682,-70.7233918156596 -33.3664933386662,-70.7239513869753 -33.3664414122432,-70.7249134911472 -33.3662250517886,-70.7261466205156 -33.3659308007155,-70.7269963399121 -33.3657490569051,-70.7274626493368 -33.3655923623193,-70.7277090306848 -33.3655375863469,-70.7285892528027 -33.3656885829324,-70.72914534858 -33.3656972912053,-70.7295138903857 -33.3657607215535,-70.7301976825685 -33.3657453476891,-70.7334923280996 -33.3658259794977,-70.7335813408639 -33.3658824757533,-70.7335433145907 -33.3658342841651,-70.7335406749234 -33.3658418909277,-70.7335576657844 -33.3658379393392)",2017,2021,999999,3362,4
113,"LINESTRING(-70.5814300105911 -33.4130206940658,-70.5809041481504 -33.4127976211697,-70.5804213891964 -33.4126249191664,-70.5785248361421 -33.4120852232247,-70.5759506157553 -33.4113507988489,-70.5725895512472 -33.4102948346497,-70.5705641934838 -33.4096924116059,-70.5672128993725 -33.4087512253697,-70.5656647810882 -33.4083625589205,-70.5640777298739 -33.4079738907324,-70.5628671712154 -33.4076532381661,-70.5618309843139 -33.4074491859081,-70.5608648653849 -33.4074491859081,-70.559945306404 -33.4074880530478,-70.5572723510883 -33.4076921051987,-70.5553192164721 -33.4080321910675,-70.5531425234553 -33.4084208589949,-70.5524324842453 -33.4084694423733,-70.5508227828646 -33.408329046446,-70.5458019807408 -33.4079507615382,-70.5445622446572 -33.4078727025481,-70.5436754741987 -33.4078787070898,-70.5433805600124 -33.408028820468,-70.5429849434186 -33.4082930193764,-70.5426109059158 -33.4086292713864,-70.5424598523074 -33.4088634461165,-70.5423087986991 -33.4091096291289,-70.542071428744 -33.4096440239971)",2007,2010,999999,3882,4
